user_id,texto_relato,latitude,longitude,data,topico,urgency
citizen053,"Drenagem entupida na Rua Fonte da Saudade, qualquer chuva alaga tudo.",-22.977244,-43.233873,2025-05-01,Espaco publico,media
citizen049,"Cara, o lixo aqui no bairro tá ridículo. Já liguei pra prefeitura e nada. Tem um monte de entulho abandonado aqui no bairro, absurdo. Tem uma montanha de lixo aqui no bairro que ninguém tira.",-22.979174,-43.232604,2025-12-13,Lixo e conservacao,media
citizen025,Criança com medo de ir pra escola passando na Rua Vice-Governador Rubens Berardo.,-22.975136,-43.231860,2025-04-21,Seguranca e circulacao,media
citizen011,Quebraram o monumento na Rua Marquês de São Vicente que estava restaurado. Vidro de poste de semáforo quebrado na Rua Marquês de São Vicente.,-22.976127,-43.228779,2025-07-06,Vandalismo,media
citizen036,Conflito relacionado a entrega de aplicativo na Estrada da Gávea ficou feio. Briga de bar na Estrada da Gávea que saiu pro meio da rua.,-22.978308,-43.232074,2025-04-10,Conflito social,media
citizen052,"Tem pessoas suspeitas circulando na Rua Casuarina toda noite. Furto de bike na Rua Casuarina, precisamos de mais policiamento. Preciso sair cedo e na Rua Casuarina tá perigoso antes de amanhecer.",-22.988018,-43.246738,2025-01-27,Seguranca e circulacao,baixa
citizen014,Bancos da praça perto do Shopping da Gávea todos depredados.,-22.979095,-43.233040,2025-01-23,Vandalismo,alta
citizen056,"Rua totalmente escura perto do Shopping da Gávea, fácil de assaltar assim.",-22.977410,-43.232740,2026-01-27,Iluminacao publica,alta
citizen055,Goteira de prédio na Estrada da Gávea molhando pedestres embaixo.,-22.978131,-43.241079,2025-03-03,Outro,baixa
citizen047,O lixo orgânico na Rua Padre Leonel Franca tá fedendo demais com esse calor.,-22.987916,-43.245794,2026-04-11,Lixo e conservacao,media
citizen049,Buraco enorme na Rua Lopes Quintas que já danificou dois carros.,-22.985923,-43.245942,2026-01-15,Transito e mobilidade,media
citizen043,"Toda a quadra na Rua Vice-Governador Rubens Berardo no escuro. Cadê a Enel? Poste piscando na Rua Vice-Governador Rubens Berardo já faz 10 dias, parece discoteca.",-22.977741,-43.233413,2025-06-15,Iluminacao publica,alta
citizen024,"Furto de retrovisor na minha rua, segundo da semana.",-22.979286,-43.233616,2026-05-12,Seguranca e circulacao,media
citizen035,Agressão entre pedestres perto da PUC-Rio filmada por testemunhas.,-22.978903,-43.244059,2025-11-04,Conflito social,baixa
citizen006,"Há dias com sacos de lixo rasgados aqui no bairro, cheios de inseto. Jogaram móveis velhos aqui no bairro e ninguém recolhe. Lixo espalhado por toda a calçada aqui no bairro, impossível passar.",-22.975326,-43.231001,2026-05-14,Lixo e conservacao,media
citizen028,Motocicleta subindo calçada no Parque da Cidade assustando pedestres.,-22.977274,-43.231893,2025-03-29,Transito e mobilidade,media
citizen057,"Tem um monte de entulho abandonado na Rua Fonte da Saudade, absurdo.",-22.977504,-43.225151,2025-04-28,Lixo e conservacao,media
citizen020,Disputa de área aqui no bairro entre grupos rivais. Briga de bar aqui no bairro que saiu pro meio da rua.,-22.987776,-43.245219,2026-05-25,Conflito social,alta
citizen031,"Vazamento de gás aqui no bairro, chamei o Riogas mas demora.",-22.977269,-43.232169,2025-03-13,Outro,baixa
citizen042,Área verde na Rua Padre Leonel Franca sendo invadida por carros.,-22.985877,-43.246493,2026-03-11,Espaco publico,baixa
citizen019,Motocicleta subindo calçada na Praça Santos Dumont assustando pedestres.,-22.976729,-43.231715,2025-09-02,Transito e mobilidade,baixa
citizen039,Placa de trânsito arrancada na Rua Fonte da Saudade por vândalos.,-22.979133,-43.232333,2025-08-25,Vandalismo,media
citizen056,Os postes na Rua Jardim Botânico estão todos apagados faz dias.,-22.977027,-43.224000,2026-05-05,Iluminacao publica,alta
citizen002,"A limpeza urbana na Rua Casuarina foi esquecida completamente. Já faz uma semana que o lixo não é coletado na Rua Casuarina. Tem um monte de entulho abandonado na Rua Casuarina, absurdo.",-22.987446,-43.245995,2025-03-01,Lixo e conservacao,media
citizen021,Sacos de lixo espalhados na calçada na Rua Jardim Botânico desde ontem. A coleta de lixo na Rua Jardim Botânico sumiu. O que aconteceu?,-22.987185,-43.245302,2025-04-23,Lixo e conservacao,baixa
citizen005,"Lona improvisada na Estrada da Gávea bloqueando sinalização. Fio de alta tensão caído na Estrada da Gávea, urgente.",-22.975951,-43.233034,2026-05-30,Outro,baixa
citizen037,Terceiro dia seguido sem coleta na minha rua. Até quando? Jogaram móveis velhos na minha rua e ninguém recolhe.,-22.977811,-43.231951,2026-02-19,Lixo e conservacao,media
citizen005,"Animal abandonado logo ali na esquina há dias, alguém pode ajudar?",-22.975650,-43.226506,2025-08-19,Outro,baixa
citizen006,Barulho de obra na beira da Lagoa às seis da manhã todo dia. Situação estranha na beira da Lagoa que não sei bem como classificar.,-22.976460,-43.226196,2025-10-01,Outro,baixa
citizen028,"Carro com alarme disparado na Praça Santos Dumont há horas. Fiação elétrica exposta na Praça Santos Dumont, perigo de choque.",-22.978232,-43.233687,2025-07-15,Outro,baixa
citizen025,"Lixeiras públicas perto da PUC-Rio destruídas, joguei fora.",-22.979370,-43.234995,2025-12-24,Vandalismo,media
citizen022,A coleta de lixo logo ali na esquina sumiu. O que aconteceu?,-22.987015,-43.244523,2026-02-15,Lixo e conservacao,alta
citizen027,"Motocicleta subindo calçada na Pista Cláudio Coutinho assustando pedestres. Lombada na Pista Cláudio Coutinho destruída, carros passando em alta velocidade. Valão aberto na Pista Cláudio Coutinho que já engoliu o pneu do meu carro.",-22.979043,-43.242380,2025-01-01,Transito e mobilidade,media
citizen055,Falta rampa de acessibilidade perto da PUC-Rio.,-22.979278,-43.241165,2025-09-15,Espaco publico,baixa
citizen025,"Família brigando na rua perto do Shopping da Gávea, situação constrangedora. Conflito entre comerciantes e moradores perto do Shopping da Gávea sem solução.",-22.987076,-43.245088,2026-02-23,Conflito social,alta
citizen052,"Sem luz na Rua Casuarina à noite, carro entrou em buraco ontem.",-22.975710,-43.229224,2026-03-18,Iluminacao publica,alta
citizen020,Buraco na calçada na Rua Jardim Botânico engoliu o salto do sapato da minha mãe.,-22.978440,-43.233086,2025-01-22,Espaco publico,baixa
citizen036,Quiosque clandestino na Rua Padre Leonel Franca gerando confusão e briga.,-22.974976,-43.229583,2026-03-19,Seguranca e circulacao,alta
citizen047,Briga feia entre vizinhos na Rua Casuarina que já durou horas.,-22.976405,-43.224000,2025-10-27,Conflito social,alta
citizen024,Minha rua virou lixão. Tem lixo perto da PUC-Rio por todo lado.,-22.976691,-43.230641,2025-09-09,Lixo e conservacao,media
citizen004,Grupo de jovens causando confusão na Rua Casuarina toda noite. Denúncia de agressão verbal constante na Rua Casuarina. Conflito relacionado a entrega de aplicativo na Rua Casuarina ficou feio.,-22.975351,-43.229111,2025-07-05,Conflito social,baixa
citizen001,"Poste caindo na Rua Padre Leonel Franca, além de escuro é perigoso. Fiz o chamado pra Enel semana passada sobre o poste na Rua Padre Leonel Franca e nada. Minha filha tem medo de passar na Rua Padre Leonel Franca de noite por causa do escuro.",-22.980250,-43.244461,2026-02-14,Iluminacao publica,media
citizen021,Moradores brigando por causa de barulho na Rua Álvaro Chaves todo fim de semana.,-22.976450,-43.232511,2025-03-13,Conflito social,alta
citizen019,"Veículo abandonado na Rua Padre Leonel Franca há semanas, virou lixo. Entupimento de bueiro na Rua Padre Leonel Franca que alaga tudo. Fio de alta tensão caído na Rua Padre Leonel Franca, urgente.",-22.977501,-43.232703,2026-03-12,Outro,alta
citizen034,Cano d'água estourando na Rua Pacheco Leão e ninguém da Cedae aparece.,-22.987596,-43.245441,2025-01-08,Outro,baixa
citizen048,Confusão generalizada logo ali na esquina com xingamentos e empurrão.,-22.976484,-43.224814,2026-02-25,Conflito social,baixa
citizen055,"Viatura não passa na Rua Pacheco Leão há dias, abandono policial.",-22.986220,-43.245878,2025-12-06,Seguranca e circulacao,media
citizen019,"Asfalto esburacado na Rua Fonte da Saudade, minha suspensão já sofreu.",-22.974829,-43.232570,2025-05-18,Transito e mobilidade,alta
citizen053,Ratos aparecendo por causa do lixo acumulado na Estrada da Gávea. Alguém jogou entulho de obra na Estrada da Gávea e deixou largado.,-22.987341,-43.245953,2025-06-27,Lixo e conservacao,media
citizen018,"Calçada toda quebrada perto da PUC-Rio, impossível pra cadeirante.",-22.978327,-43.233542,2025-06-10,Espaco publico,media
citizen020,"Ciclista quase atropelado na minha rua por falta de ciclofaixa. Carro estacionado em cima da calçada na minha rua, pedestres na rua.",-22.974828,-43.229959,2025-11-01,Transito e mobilidade,media
citizen018,"Picharam o muro do condomínio na Rua Jardim Botânico de novo. Vandalizaram o banco da praça na Rua Jardim Botânico, destruído. Grafite obsceno na parede da escola na Rua Jardim Botânico.",-22.977979,-43.234399,2025-11-28,Vandalismo,alta
citizen027,"Viatura não passa na Rua Jardim Botânico há dias, abandono policial.",-22.977309,-43.225077,2026-02-06,Seguranca e circulacao,media
citizen026,"Tem um monte de entulho abandonado na Praça Santos Dumont, absurdo.",-22.986419,-43.245615,2026-05-10,Lixo e conservacao,alta
citizen007,Discussão de trânsito na Estrada da Gávea que desceu pro pessoal.,-22.988577,-43.244720,2025-03-29,Conflito social,alta
citizen011,"Animal abandonado na Rua Fonte da Saudade há dias, alguém pode ajudar?",-22.988162,-43.246016,2025-02-21,Outro,baixa
citizen027,"Bebedouro público na Rua Álvaro Chaves vandalizado, sem funcionar. Bancos da praça na Rua Álvaro Chaves todos depredados. Picharam toda a parede na Rua Álvaro Chaves de madrugada.",-22.978877,-43.233491,2025-06-18,Vandalismo,media
citizen008,Criança com medo de ir pra escola passando aqui no bairro.,-22.975232,-43.228687,2026-03-25,Seguranca e circulacao,alta
citizen052,Briga feia entre vizinhos perto da PUC-Rio que já durou horas. Agressão entre pedestres perto da PUC-Rio filmada por testemunhas.,-22.986175,-43.245675,2025-12-11,Conflito social,media
citizen044,Equipamento de academia ao ar livre na Rua Lopes Quintas destruído.,-22.986403,-43.245498,2026-05-12,Vandalismo,media
citizen023,Equipamentos de ginástica na Rua Casuarina enferrujados e sem manutenção. Praça na Rua Casuarina tomada por grama alta e mato.,-22.974539,-43.229352,2026-04-16,Espaco publico,baixa
citizen031,Bancos da praça na Rua Pacheco Leão todos depredados.,-22.976516,-43.231655,2025-02-13,Vandalismo,alta
citizen023,Discussão de trânsito perto do Shopping da Gávea que desceu pro pessoal.,-22.980128,-43.242192,2025-02-03,Conflito social,alta
citizen036,Morador perturbando a vizinhança na Rua Casuarina com ameaças.,-22.973868,-43.230182,2025-10-17,Conflito social,alta
citizen046,Lâmpada queimada na Rua Vice-Governador Rubens Berardo há quinze dias sem previsão de troca. Acionei a prefeitura sobre o poste na Rua Vice-Governador Rubens Berardo e ficou no papel.,-22.986950,-43.245458,2026-04-26,Iluminacao publica,baixa
citizen030,"Traficantes na esquina na Estrada da Gávea intimidando quem passa. Furto de bike na Estrada da Gávea, precisamos de mais policiamento.",-22.978435,-43.233319,2025-08-20,Seguranca e circulacao,alta
citizen008,Minha bolsa foi arrancada na Rua Padre Leonel Franca numa moto. Preciso sair cedo e na Rua Padre Leonel Franca tá perigoso antes de amanhecer.,-22.986861,-43.245549,2026-03-16,Seguranca e circulacao,alta
citizen025,Tem pessoas suspeitas circulando na Rua Álvaro Chaves toda noite.,-22.978549,-43.234252,2025-08-11,Seguranca e circulacao,media
citizen050,"Ratos aparecendo por causa do lixo acumulado na Estrada da Gávea. Há dias com sacos de lixo rasgados na Estrada da Gávea, cheios de inseto.",-22.979129,-43.241736,2025-10-08,Lixo e conservacao,media
citizen040,Discussão de trânsito na Rua Álvaro Chaves que desceu pro pessoal.,-22.985616,-43.246277,2025-11-11,Conflito social,alta
citizen033,Quebraram o monumento na Rua Marquês de São Vicente que estava restaurado.,-22.978964,-43.234102,2026-01-18,Vandalismo,baixa
citizen055,Desentendimento entre grupos na Estrada da Gávea que quase virou pancadaria.,-22.986185,-43.244680,2025-11-03,Conflito social,media
citizen043,Carro com alarme disparado perto da PUC-Rio há horas. Obra irregular acontecendo perto da PUC-Rio sem autorização aparente.,-22.975833,-43.227064,2025-11-27,Outro,media
citizen042,"Fiação elétrica exposta na Rua Casuarina, perigo de choque.",-22.980075,-43.242482,2025-12-31,Outro,media
citizen054,"Preciso sair cedo e na Rua Vice-Governador Rubens Berardo tá perigoso antes de amanhecer. Carro arrombado na Rua Vice-Governador Rubens Berardo de madrugada, terceiro esse mês.",-22.975293,-43.232300,2025-06-09,Seguranca e circulacao,alta
citizen030,"Calçada toda quebrada na minha rua, impossível pra cadeirante.",-22.974477,-43.229675,2025-12-04,Espaco publico,baixa
citizen057,Situação estranha perto da PUC-Rio que não sei bem como classificar.,-22.987588,-43.243984,2025-02-18,Outro,media
citizen025,Ratos aparecendo por causa do lixo acumulado na Rua Marquês de São Vicente.,-22.975686,-43.227030,2025-09-24,Lixo e conservacao,alta
citizen001,"O lixo orgânico na Rua Fonte da Saudade tá fedendo demais com esse calor. Tem um monte de entulho abandonado na Rua Fonte da Saudade, absurdo.",-22.974779,-43.231008,2025-08-02,Lixo e conservacao,baixa
citizen006,Calçada na Rua Pacheco Leão com entulho e ninguém desobstrui.,-22.976794,-43.231241,2025-04-16,Espaco publico,baixa
citizen024,"Calçada toda quebrada na Rua Lopes Quintas, impossível pra cadeirante. Praça na Rua Lopes Quintas tomada por grama alta e mato.",-22.977757,-43.226212,2026-02-23,Espaco publico,baixa
citizen053,Câmera de segurança na Rua Álvaro Chaves quebrada há meses. Quiosque clandestino na Rua Álvaro Chaves gerando confusão e briga. Preciso sair cedo e na Rua Álvaro Chaves tá perigoso antes de amanhecer.,-22.976738,-43.231503,2025-08-26,Seguranca e circulacao,alta
citizen012,"Barulho de obra na Rua Fonte da Saudade às seis da manhã todo dia. Cano d'água estourando na Rua Fonte da Saudade e ninguém da Cedae aparece. Veículo abandonado na Rua Fonte da Saudade há semanas, virou lixo.",-22.988166,-43.245712,2025-09-30,Outro,baixa
citizen006,Preciso sair cedo e na Rua Pacheco Leão tá perigoso antes de amanhecer.,-22.976351,-43.227951,2025-04-25,Seguranca e circulacao,media
citizen049,Discussão de trânsito na Estrada da Gávea que desceu pro pessoal. Grupo de jovens causando confusão na Estrada da Gávea toda noite.,-22.978008,-43.226848,2025-10-11,Conflito social,alta
citizen011,Totem de informação na Rua Jardim Botânico quebrado e apagado. Espaço público na Rua Jardim Botânico virou estacionamento irregular.,-22.986850,-43.246604,2026-05-28,Espaco publico,media
citizen052,"Semáforo logo ali na esquina em modo piscante desde segunda. Desvio de obra logo ali na esquina sem sinalização adequada, confuso demais.",-22.987000,-43.247498,2025-09-21,Transito e mobilidade,media
citizen037,Área verde perto do Shopping da Gávea sendo invadida por carros. Falta rampa de acessibilidade perto do Shopping da Gávea.,-22.986548,-43.246221,2026-05-21,Espaco publico,media
citizen060,Vizinho colocando som alto na Rua Pacheco Leão até meia-noite toda noite. Conflito entre comerciantes e moradores na Rua Pacheco Leão sem solução.,-22.987201,-43.244466,2026-02-06,Conflito social,alta
citizen051,"Valão aberto na Estrada da Gávea que já engoliu o pneu do meu carro. Semáforo quebrado na Estrada da Gávea há dias, acidentes à vista.",-22.985724,-43.245671,2025-02-28,Transito e mobilidade,alta
citizen027,Briga de bar na Rua Pacheco Leão que saiu pro meio da rua. Confusão generalizada na Rua Pacheco Leão com xingamentos e empurrão.,-22.977387,-43.232781,2025-02-12,Conflito social,alta
citizen052,Minha bolsa foi arrancada na Praça Santos Dumont numa moto.,-22.975267,-43.230213,2025-05-20,Seguranca e circulacao,baixa
citizen052,"Pombos infestando o telhado na Rua Pacheco Leão, situação insalubre.",-22.987297,-43.245672,2026-04-27,Outro,media
citizen007,Área verde na Praça Santos Dumont sendo invadida por carros.,-22.986865,-43.247541,2025-02-14,Espaco publico,alta
citizen037,"Lixeiras públicas na Rua Jardim Botânico destruídas, joguei fora.",-22.976786,-43.232266,2026-03-18,Vandalismo,media
citizen048,"Trânsito parado na Rua Marquês de São Vicente por obra sem aviso prévio. Desvio de obra na Rua Marquês de São Vicente sem sinalização adequada, confuso demais. Buraco enorme na Rua Marquês de São Vicente que já danificou dois carros.",-22.972969,-43.231872,2026-01-12,Transito e mobilidade,media
citizen013,"Equipamento de academia ao ar livre na Rua Lopes Quintas destruído. Vandalizaram o playground na Rua Lopes Quintas, crianças sem onde brincar. Picharam o muro do condomínio na Rua Lopes Quintas de novo.",-22.976465,-43.231341,2025-04-23,Vandalismo,alta
citizen029,"Carro estacionado em cima da calçada na Rua Álvaro Chaves, pedestres na rua. O trânsito na Rua Álvaro Chaves tá um caos nessa hora do dia.",-22.980152,-43.233041,2025-08-07,Transito e mobilidade,media
citizen022,Conflito entre moradores e ambulantes perto do Shopping da Gávea. Discussão de trânsito perto do Shopping da Gávea que desceu pro pessoal.,-22.976134,-43.226769,2025-04-19,Conflito social,alta
citizen011,"Buraco na calçada na Praça Santos Dumont engoliu o salto do sapato da minha mãe. A praça na Praça Santos Dumont tá abandonada, ninguém cuida.",-22.979639,-43.232751,2025-02-07,Espaco publico,baixa
citizen045,Assalto a pedestres aqui no bairro virou rotina. Meu vizinho foi roubado aqui no bairro em plena tarde.,-22.975905,-43.227063,2025-04-08,Seguranca e circulacao,baixa
citizen002,"Minha bolsa foi arrancada na Rua Pacheco Leão numa moto. Barulho de tiro na Rua Pacheco Leão ontem à noite, assustador. Traficantes na esquina na Rua Pacheco Leão intimidando quem passa.",-22.976906,-43.226563,2026-05-13,Seguranca e circulacao,alta
citizen029,A coleta de lixo na Rua Padre Leonel Franca sumiu. O que aconteceu?,-22.975998,-43.225945,2025-12-07,Lixo e conservacao,media
citizen015,Engarrafamento na Rua Marquês de São Vicente todo dia no horário de pico.,-22.988038,-43.244491,2026-02-28,Transito e mobilidade,baixa
citizen034,"Carro estacionado em cima da calçada na beira da Lagoa, pedestres na rua.",-22.986653,-43.245290,2026-03-17,Transito e mobilidade,media
citizen060,Briga de bar na Rua Pacheco Leão que saiu pro meio da rua.,-22.987609,-43.246045,2026-01-07,Conflito social,baixa
citizen025,Vizinho colocando som alto na Pista Cláudio Coutinho até meia-noite toda noite.,-22.980679,-43.241877,2026-05-20,Conflito social,media
citizen023,"Poste queimado na Rua Lopes Quintas há mais de uma semana, ninguém conserta. Sem iluminação na Rua Lopes Quintas, fica perigoso à noite.",-22.986702,-43.245627,2026-03-11,Iluminacao publica,alta
citizen040,Vários postes apagados na Rua Casuarina. Isso é descaso.,-22.976442,-43.231105,2025-09-25,Iluminacao publica,alta
citizen035,Moradores brigando por causa de barulho na Rua Jardim Botânico todo fim de semana. Conflito entre comerciantes e moradores na Rua Jardim Botânico sem solução.,-22.988190,-43.245537,2025-02-04,Conflito social,media
citizen059,"Praça na minha rua tomada por grama alta e mato. Árvore caída na minha rua desde a última chuva, ninguém tirou.",-22.976898,-43.224319,2026-05-25,Espaco publico,baixa
citizen046,Ônibus riscado e vandalizado perto do Shopping da Gávea.,-22.975144,-43.225070,2026-04-21,Vandalismo,baixa
citizen038,"Animal silvestre ferido na Rua Vice-Governador Rubens Berardo, precisa de resgate. Goteira de prédio na Rua Vice-Governador Rubens Berardo molhando pedestres embaixo. Tapume de obra na Rua Vice-Governador Rubens Berardo tomando calçada inteira.",-22.977720,-43.232190,2026-02-07,Outro,baixa
citizen010,"Picharam toda a parede na Rua Fonte da Saudade de madrugada. Vandalizaram o playground na Rua Fonte da Saudade, crianças sem onde brincar.",-22.975984,-43.232989,2026-02-20,Vandalismo,media
citizen035,Quiosque clandestino perto da PUC-Rio gerando confusão e briga. Atividade suspeita perto da PUC-Rio toda madrugada.,-22.974792,-43.230886,2025-10-27,Seguranca e circulacao,media
citizen045,Praça na Rua Pacheco Leão tomada por grama alta e mato.,-22.978644,-43.242702,2025-06-17,Espaco publico,media
citizen036,"Buraco na rede de esgoto na Rua Padre Leonel Franca com cheiro forte. Pombos infestando o telhado na Rua Padre Leonel Franca, situação insalubre.",-22.987078,-43.245950,2025-10-05,Outro,media
citizen020,"Calçada na minha rua com entulho e ninguém desobstrui. Árvore caída na minha rua desde a última chuva, ninguém tirou.",-22.988890,-43.245862,2025-04-21,Espaco publico,baixa
citizen028,"Vários postes apagados na Rua Padre Leonel Franca. Isso é descaso. Três postes apagados em sequência na Rua Padre Leonel Franca. Que descuido. Poste piscando na Rua Padre Leonel Franca já faz 10 dias, parece discoteca.",-22.976418,-43.226323,2025-09-12,Iluminacao publica,alta
citizen058,Praça na Rua Fonte da Saudade tomada por grama alta e mato. Calçada na Rua Fonte da Saudade com desnível perigoso pra quem corre.,-22.974557,-43.232092,2025-07-17,Espaco publico,media
citizen036,"Calçada destruída na minha rua, idosos e cadeirantes sem passagem.",-22.986253,-43.246850,2025-08-10,Transito e mobilidade,media
citizen051,Lixeira pública na Rua Padre Leonel Franca transbordando sem coleta. Praça na Rua Padre Leonel Franca tomada por grama alta e mato. Equipamentos de ginástica na Rua Padre Leonel Franca enferrujados e sem manutenção.,-22.979362,-43.232767,2025-06-10,Espaco publico,media
citizen037,"Tapume de obra na Rua Marquês de São Vicente tomando calçada inteira. Fiação elétrica exposta na Rua Marquês de São Vicente, perigo de choque.",-22.985521,-43.245675,2026-01-09,Outro,media
citizen037,"Semáforo quebrado na Rua Marquês de São Vicente há dias, acidentes à vista.",-22.985899,-43.246505,2025-05-05,Transito e mobilidade,media
citizen021,Terceiro dia seguido sem coleta na Praça Santos Dumont. Até quando? Alguém jogou entulho de obra na Praça Santos Dumont e deixou largado.,-22.978610,-43.234937,2025-07-13,Lixo e conservacao,baixa
citizen026,Disputa de área na Rua Lopes Quintas entre grupos rivais.,-22.986997,-43.244535,2025-08-13,Conflito social,alta
citizen048,Picharam o muro do condomínio na Rua Pacheco Leão de novo. Vidro de poste de semáforo quebrado na Rua Pacheco Leão.,-22.980189,-43.242998,2025-01-23,Vandalismo,alta
citizen002,Barulho de obra na Praça Santos Dumont às seis da manhã todo dia.,-22.985071,-43.244200,2025-12-29,Outro,baixa
citizen056,Toda a quadra no Parque da Cidade no escuro. Cadê a Enel?,-22.987360,-43.246851,2026-03-01,Iluminacao publica,media
citizen052,Buraco na rede de esgoto perto do Shopping da Gávea com cheiro forte.,-22.988504,-43.245874,2025-02-01,Outro,baixa
citizen047,Picharam toda a parede na Rua Lopes Quintas de madrugada.,-22.976759,-43.225183,2025-10-16,Vandalismo,media
citizen011,"Três postes apagados em sequência na minha rua. Que descuido. Sem iluminação na minha rua, fica perigoso à noite.",-22.978090,-43.233435,2025-11-24,Iluminacao publica,media
citizen042,"Asfalto esburacado na Rua Vice-Governador Rubens Berardo, minha suspensão já sofreu.",-22.986583,-43.245009,2026-04-21,Transito e mobilidade,alta
citizen059,Evento privado bloqueando a calçada na Rua Vice-Governador Rubens Berardo sem aviso. Lona improvisada na Rua Vice-Governador Rubens Berardo bloqueando sinalização.,-22.975294,-43.230098,2025-12-26,Outro,media
citizen022,Grupo de jovens causando confusão perto da PUC-Rio toda noite.,-22.981171,-43.240950,2026-02-03,Conflito social,media
citizen044,Buraco na calçada perto do Shopping da Gávea engoliu o salto do sapato da minha mãe.,-22.975775,-43.226996,2026-05-09,Espaco publico,alta
citizen016,O trânsito perto do Shopping da Gávea tá um caos nessa hora do dia. Ciclista quase atropelado perto do Shopping da Gávea por falta de ciclofaixa.,-22.975224,-43.231033,2025-08-08,Transito e mobilidade,media
citizen057,Totem de informação perto da PUC-Rio quebrado e apagado.,-22.976769,-43.233007,2025-08-09,Espaco publico,media
citizen059,"Calçada toda quebrada perto do Shopping da Gávea, impossível pra cadeirante.",-22.977081,-43.231372,2025-03-31,Espaco publico,alta
citizen051,"Ia sair pra correr mas na minha rua tá escuro demais. Rua totalmente escura na minha rua, fácil de assaltar assim.",-22.980763,-43.242896,2026-03-26,Iluminacao publica,alta
citizen036,"Há dias com sacos de lixo rasgados perto do Shopping da Gávea, cheios de inseto. O lixo perto do Shopping da Gávea tá acumulado há dias e ninguém faz nada. Tem uma montanha de lixo perto do Shopping da Gávea que ninguém tira.",-22.973888,-43.229432,2025-08-14,Lixo e conservacao,media
citizen029,"Picharam o muro do condomínio na beira da Lagoa de novo. Lixeiras públicas na beira da Lagoa destruídas, joguei fora.",-22.977068,-43.233725,2025-01-15,Vandalismo,media
citizen011,A limpeza urbana na Rua Vice-Governador Rubens Berardo foi esquecida completamente.,-22.975982,-43.229645,2025-09-08,Lixo e conservacao,baixa
citizen030,"Terreno abandonado na Rua Lopes Quintas com mato e lixo acumulado. Cano d'água estourando na Rua Lopes Quintas e ninguém da Cedae aparece. Fiação elétrica exposta na Rua Lopes Quintas, perigo de choque.",-22.978261,-43.233331,2025-07-27,Outro,media
citizen030,"Furto de bike na Rua Marquês de São Vicente, precisamos de mais policiamento. Viatura não passa na Rua Marquês de São Vicente há dias, abandono policial.",-22.976168,-43.224000,2026-03-04,Seguranca e circulacao,alta
citizen003,Briga entre crianças na Praça Santos Dumont que virou bagunça de adulto. Morador perturbando a vizinhança na Praça Santos Dumont com ameaças.,-22.977838,-43.233339,2025-07-23,Conflito social,media
citizen057,"Furto de bike na Rua Marquês de São Vicente, precisamos de mais policiamento.",-22.987642,-43.246451,2025-11-16,Seguranca e circulacao,baixa
citizen016,"Passando na Rua Marquês de São Vicente à noite dá medo, zero iluminação.",-22.988237,-43.244536,2026-03-07,Iluminacao publica,alta
citizen005,Já faz uma semana que o lixo não é coletado na Rua Casuarina. Entulho de construção abandonado na Rua Casuarina há mais de um mês.,-22.977301,-43.224264,2025-03-19,Lixo e conservacao,alta
citizen002,Briga feia entre vizinhos no Parque da Cidade que já durou horas. Disputa de área no Parque da Cidade entre grupos rivais. Morador perturbando a vizinhança no Parque da Cidade com ameaças.,-22.987039,-43.245657,2026-04-10,Conflito social,media
citizen039,"Poste piscando na Rua Pacheco Leão já faz 10 dias, parece discoteca.",-22.978339,-43.231753,2025-12-31,Iluminacao publica,alta
citizen034,Praça na Rua Casuarina tomada por grama alta e mato. A praça na Rua Casuarina deveria ser pra todos mas tá inacessível. Não tem bancos na praça na Rua Casuarina pra sentar.,-22.979807,-43.232664,2025-12-30,Espaco publico,alta
citizen029,Tem pessoas suspeitas circulando na Estrada da Gávea toda noite. Quiosque clandestino na Estrada da Gávea gerando confusão e briga.,-22.975443,-43.231259,2025-10-24,Seguranca e circulacao,media
citizen012,Motocicleta subindo calçada na Rua Álvaro Chaves assustando pedestres.,-22.987861,-43.244179,2026-02-06,Transito e mobilidade,media
citizen042,Praça na Praça Santos Dumont tomada por grama alta e mato.,-22.987060,-43.245459,2025-03-11,Espaco publico,alta
citizen027,Vários postes apagados na Pista Cláudio Coutinho. Isso é descaso. Toda a quadra na Pista Cláudio Coutinho no escuro. Cadê a Enel? Nem a lua ilumina tanto quanto deveria os postes na Pista Cláudio Coutinho.,-22.985590,-43.245793,2026-03-05,Iluminacao publica,media
citizen053,Portão da praça na Pista Cláudio Coutinho forçado e quebrado.,-22.979083,-43.232950,2026-01-07,Vandalismo,media
citizen043,"Meu vizinho foi roubado perto do Shopping da Gávea em plena tarde. Assalto a pedestres perto do Shopping da Gávea virou rotina. Tentativa de assalto perto do Shopping da Gávea esta manhã, me assustou muito.",-22.978675,-43.240991,2025-03-01,Seguranca e circulacao,alta
citizen055,Minha rua virou lixão. Tem lixo na Rua Padre Leonel Franca por todo lado. A limpeza urbana na Rua Padre Leonel Franca foi esquecida completamente. Entulho de construção abandonado na Rua Padre Leonel Franca há mais de um mês.,-22.978499,-43.231214,2025-08-20,Lixo e conservacao,alta
citizen003,"Sem iluminação na Pista Cláudio Coutinho, fica perigoso à noite.",-22.976991,-43.232151,2025-07-09,Iluminacao publica,alta
